ts,id.orig_h,id.resp_h,query
1474729425.722982,192.168.1.240,8.8.8.8,www.example.net
1474729425.723133,192.168.1.240,8.8.8.8,www.example.net
1474729425.898985,192.168.1.240,8.8.8.8,www.example.org
1474729425.898833,192.168.1.240,8.8.8.8,www.example.org
1474729550.654904,192.168.1.240,192.168.1.1,device-metrics-us.amazon.com
1474729725.490721,192.168.1.240,8.8.8.8,www.example.com
1474729725.49089,192.168.1.240,8.8.8.8,www.example.com
1474729725.665027,192.168.1.240,8.8.8.8,www.example.net
1474729725.665172,192.168.1.240,8.8.8.8,www.example.net
1474729725.853451,192.168.1.240,8.8.8.8,www.example.org
1474729725.853299,192.168.1.240,8.8.8.8,www.example.org
1474729822.086464,192.168.1.166,192.168.1.1,babyws.withings.net
1474730026.493658,192.168.1.240,8.8.8.8,www.example.com
1474730026.493495,192.168.1.240,8.8.8.8,www.example.com
1474730026.669899,192.168.1.240,8.8.8.8,www.example.net
1474730026.669743,192.168.1.240,8.8.8.8,www.example.net
1474730026.844875,192.168.1.240,8.8.8.8,www.example.org
1474730026.845018,192.168.1.240,8.8.8.8,www.example.org
1474730325.503759,192.168.1.240,8.8.8.8,www.example.com
1474730325.503597,192.168.1.240,8.8.8.8,www.example.com
1474730325.678005,192.168.1.240,8.8.8.8,www.example.net
1474730325.677856,192.168.1.240,8.8.8.8,www.example.net
1474730325.842232,192.168.1.240,8.8.8.8,www.example.org
1474730325.842383,192.168.1.240,8.8.8.8,www.example.org
1474730423.827323,192.168.1.166,192.168.1.1,babyws.withings.net
1474730450.658037,192.168.1.240,192.168.1.1,device-metrics-us.amazon.com
1474730619.35389,192.168.1.143,192.168.1.1,aps1-relay.tplinkcloud.com
1474730625.495653,192.168.1.240,8.8.8.8,www.example.com
1474730625.495492,192.168.1.240,8.8.8.8,www.example.com
1474730625.68234,192.168.1.240,8.8.8.8,www.example.net
1474730625.682194,192.168.1.240,8.8.8.8,www.example.net
1474730625.858349,192.168.1.240,8.8.8.8,www.example.org
1474730625.858198,192.168.1.240,8.8.8.8,www.example.org
1474730655.159142,192.168.1.240,8.8.8.8,www.example.com
1474730655.159307,192.168.1.240,8.8.8.8,www.example.com
1474730655.096401,192.168.1.240,8.8.8.8,pindorama.amazon.com
1474730655.350008,192.168.1.240,8.8.8.8,www.example.net
1474730655.350161,192.168.1.240,8.8.8.8,www.example.net
1474730655.529463,192.168.1.240,8.8.8.8,www.example.org
1474730655.532753,192.168.1.240,8.8.8.8,www.example.org
1474730955.793361,192.168.1.240,8.8.8.8,www.example.com
1474730955.793518,192.168.1.240,8.8.8.8,www.example.com
1474730955.956279,192.168.1.240,8.8.8.8,www.example.net
1474730955.956442,192.168.1.240,8.8.8.8,www.example.net
1474730956.135065,192.168.1.240,8.8.8.8,www.example.org
1474730956.135219,192.168.1.240,8.8.8.8,www.example.org
1474731025.565426,192.168.1.166,192.168.1.1,babyws.withings.net
1474731082.950187,192.168.1.240,192.168.1.1,www.meethue.com
1474731219.621356,192.168.1.143,192.168.1.1,aps1-relay.tplinkcloud.com
1474731255.820953,192.168.1.240,8.8.8.8,www.example.com
1474731255.821108,192.168.1.240,8.8.8.8,www.example.com
1474731256.00658,192.168.1.240,8.8.8.8,www.example.net
1474731256.00673,192.168.1.240,8.8.8.8,www.example.net
1474731256.182687,192.168.1.240,8.8.8.8,www.example.org
1474731256.182535,192.168.1.240,8.8.8.8,www.example.org
1474731313.327482,192.168.1.166,192.168.1.1,babyws.withings.net
1474731340.540376,192.168.1.227,192.168.1.1,uk.pool.ntp.org
1474731350.685548,192.168.1.240,192.168.1.1,device-metrics-us.amazon.com
1474731555.813742,192.168.1.240,8.8.8.8,www.example.com
1474731555.813574,192.168.1.240,8.8.8.8,www.example.com
1474731555.976094,192.168.1.240,8.8.8.8,www.example.net
1474731555.976246,192.168.1.240,8.8.8.8,www.example.net
1474731556.151921,192.168.1.240,8.8.8.8,www.example.org
1474731556.152069,192.168.1.240,8.8.8.8,www.example.org
1474731627.305517,192.168.1.166,192.168.1.1,babyws.withings.net
1474731750.16939,192.168.1.166,192.168.1.1,babyws.withings.net
1474731750.744269,192.168.1.166,192.168.1.1,babyws.withings.net
1474731811.472003,192.168.1.166,192.168.1.1,babyws.withings.net
1474731855.813967,192.168.1.240,8.8.8.8,www.example.com
1474731855.813809,192.168.1.240,8.8.8.8,www.example.com
1474731855.98883,192.168.1.240,8.8.8.8,www.example.net
1474731855.988975,192.168.1.240,8.8.8.8,www.example.net
1474731856.153729,192.168.1.240,8.8.8.8,www.example.org
1474731856.153518,192.168.1.240,8.8.8.8,www.example.org
1474731901.840557,192.168.1.241,192.168.1.1,apicom.netatmo.net
1474732123.588483,192.168.1.249,192.168.1.1,www.samsungsmartcam.com
1474732128.593819,192.168.1.249,192.168.1.1,www.samsungsmartcam.com
1474732128.8337,192.168.1.249,192.168.1.1,smtp.gmail.com
1474732128.833833,192.168.1.249,192.168.1.1,smtp.gmail.com
1474732137.722584,192.168.1.249,192.168.1.1,www.samsungsmartcam.com
1474732138.433647,192.168.1.166,192.168.1.1,babyws.withings.net
1474732145.778026,192.168.1.227,192.168.1.1,devs.tplinkcloud.com
1474732155.815097,192.168.1.240,8.8.8.8,www.example.com
1474732155.818331,192.168.1.240,8.8.8.8,www.example.com
1474732155.982859,192.168.1.240,8.8.8.8,www.example.net
1474732155.983025,192.168.1.240,8.8.8.8,www.example.net
1474732156.157664,192.168.1.240,8.8.8.8,www.example.org
1474732156.157811,192.168.1.240,8.8.8.8,www.example.org
1474732177.335173,192.168.1.166,192.168.1.1,babyws.withings.net
1474732177.913511,192.168.1.166,192.168.1.1,babyws.withings.net
1474732178.550288,192.168.1.166,192.168.1.1,babyws.withings.net
1474732229.00164,192.168.1.166,192.168.1.1,babyws.withings.net
1474732250.676152,192.168.1.240,192.168.1.1,device-metrics-us.amazon.com
1474732419.886442,192.168.1.143,192.168.1.1,aps1-relay.tplinkcloud.com
1474732441.849872,192.168.1.241,192.168.1.1,apicom.netatmo.net
1474732455.839874,192.168.1.240,8.8.8.8,www.example.com
1474732455.83971,192.168.1.240,8.8.8.8,www.example.com
1474732456.002596,192.168.1.240,8.8.8.8,www.example.net
1474732456.003669,192.168.1.240,8.8.8.8,www.example.net
1474732456.178174,192.168.1.240,8.8.8.8,www.example.org
1474732456.178325,192.168.1.240,8.8.8.8,www.example.org
1474732621.873163,192.168.1.241,192.168.1.1,apicom.netatmo.net
1474732755.814236,192.168.1.240,8.8.8.8,www.example.com
1474732755.814395,192.168.1.240,8.8.8.8,www.example.com
1474732755.992766,192.168.1.240,8.8.8.8,www.example.net
1474732755.992916,192.168.1.240,8.8.8.8,www.example.net
1474732756.167464,192.168.1.240,8.8.8.8,www.example.org
1474732756.16761,192.168.1.240,8.8.8.8,www.example.org
1474732830.70929,192.168.1.166,192.168.1.1,babyws.withings.net
1474733020.370605,192.168.1.143,192.168.1.1,aps1-relay.tplinkcloud.com
1474733055.819173,192.168.1.240,8.8.8.8,www.example.com
1474733055.821546,192.168.1.240,8.8.8.8,www.example.com
1474733055.992635,192.168.1.240,8.8.8.8,www.example.net
1474733055.992484,192.168.1.240,8.8.8.8,www.example.net
1474733056.180031,192.168.1.240,8.8.8.8,www.example.org
1474733056.180187,192.168.1.240,8.8.8.8,www.example.org
1474733150.655285,192.168.1.240,192.168.1.1,device-metrics-us.amazon.com
1474733355.807457,192.168.1.240,8.8.8.8,www.example.com
1474733355.807299,192.168.1.240,8.8.8.8,www.example.com
1474733355.985591,192.168.1.240,8.8.8.8,www.example.net
1474733355.985737,192.168.1.240,8.8.8.8,www.example.net
1474733356.149856,192.168.1.240,8.8.8.8,www.example.org
1474733356.149708,192.168.1.240,8.8.8.8,www.example.org
1474733432.44412,192.168.1.166,192.168.1.1,babyws.withings.net
1474733458.099799,192.168.1.249,192.168.1.1,www.samsungsmartcam.com
1474733463.104664,192.168.1.249,192.168.1.1,www.samsungsmartcam.com
1474733463.683044,192.168.1.249,192.168.1.1,smtp.gmail.com
1474733463.683183,192.168.1.249,192.168.1.1,smtp.gmail.com
1474733637.785491,192.168.1.249,192.168.1.1,www.samsungsmartcam.com
1474733638.249672,192.168.1.249,192.168.1.1,smtp.gmail.com
1474733638.24955,192.168.1.249,192.168.1.1,smtp.gmail.com
1474733655.832478,192.168.1.240,8.8.8.8,www.example.com
1474733655.832641,192.168.1.240,8.8.8.8,www.example.com
1474733655.995182,192.168.1.240,8.8.8.8,www.example.net
1474733655.995329,192.168.1.240,8.8.8.8,www.example.net
1474733656.158289,192.168.1.240,8.8.8.8,www.example.org
1474733656.158816,192.168.1.240,8.8.8.8,www.example.org
1474733818.478491,192.168.1.249,192.168.1.1,www.samsungsmartcam.com
1474733818.923954,192.168.1.249,192.168.1.1,smtp.gmail.com
1474733818.924077,192.168.1.249,192.168.1.1,smtp.gmail.com
1474733955.832799,192.168.1.240,8.8.8.8,www.example.com
1474733955.832942,192.168.1.240,8.8.8.8,www.example.com
1474733956.01928,192.168.1.240,8.8.8.8,www.example.net
1474733956.019434,192.168.1.240,8.8.8.8,www.example.net
1474733956.183523,192.168.1.240,8.8.8.8,www.example.org
1474733956.183374,192.168.1.240,8.8.8.8,www.example.org
1474734034.185893,192.168.1.166,192.168.1.1,babyws.withings.net
1474734050.685782,192.168.1.240,192.168.1.1,device-metrics-us.amazon.com
1474734118.291071,192.168.1.249,192.168.1.1,www.samsungsmartcam.com
1474734123.296607,192.168.1.249,192.168.1.1,www.samsungsmartcam.com
1474734123.537312,192.168.1.249,192.168.1.1,smtp.gmail.com
1474734123.537435,192.168.1.249,192.168.1.1,smtp.gmail.com
1474734220.651586,192.168.1.143,192.168.1.1,aps1-relay.tplinkcloud.com
1474734255.828911,192.168.1.240,8.8.8.8,www.example.com
1474734255.82907,192.168.1.240,8.8.8.8,www.example.com
1474734256.017783,192.168.1.240,8.8.8.8,www.example.net
1474734256.017949,192.168.1.240,8.8.8.8,www.example.net
1474734256.181664,192.168.1.240,8.8.8.8,www.example.org
1474734256.181823,192.168.1.240,8.8.8.8,www.example.org
1474734297.978328,192.168.1.249,192.168.1.1,www.samsungsmartcam.com
1474734298.216558,192.168.1.249,192.168.1.1,smtp.gmail.com
1474734298.216698,192.168.1.249,192.168.1.1,smtp.gmail.com
1474734418.109626,192.168.1.249,192.168.1.1,www.samsungsmartcam.com
1474734418.557186,192.168.1.249,192.168.1.1,smtp.gmail.com
1474734418.557323,192.168.1.249,192.168.1.1,smtp.gmail.com
1474734555.863435,192.168.1.240,8.8.8.8,www.example.com
1474734555.863595,192.168.1.240,8.8.8.8,www.example.com
1474734556.041538,192.168.1.240,8.8.8.8,www.example.net
1474734556.04424,192.168.1.240,8.8.8.8,www.example.net
1474734556.217081,192.168.1.240,8.8.8.8,www.example.org
1474734556.216955,192.168.1.240,8.8.8.8,www.example.org
1474734597.805274,192.168.1.249,192.168.1.1,www.samsungsmartcam.com
1474734598.123109,192.168.1.249,192.168.1.1,smtp.gmail.com
1474734598.123248,192.168.1.249,192.168.1.1,smtp.gmail.com
1474734635.976903,192.168.1.166,192.168.1.1,babyws.withings.net
1474734778.497221,192.168.1.249,192.168.1.1,www.samsungsmartcam.com
1474734778.936672,192.168.1.249,192.168.1.1,smtp.gmail.com
1474734778.936536,192.168.1.249,192.168.1.1,smtp.gmail.com
1474734855.82879,192.168.1.240,8.8.8.8,www.example.com
1474734855.829507,192.168.1.240,8.8.8.8,www.example.com
1474734855.991215,192.168.1.240,8.8.8.8,www.example.net
1474734855.991064,192.168.1.240,8.8.8.8,www.example.net
1474734856.155041,192.168.1.240,8.8.8.8,www.example.org
1474734856.155497,192.168.1.240,8.8.8.8,www.example.org
1474734898.642574,192.168.1.249,192.168.1.1,www.samsungsmartcam.com
1474734898.910315,192.168.1.249,192.168.1.1,smtp.gmail.com
1474734898.910437,192.168.1.249,192.168.1.1,smtp.gmail.com
1474734914.249898,192.168.1.166,192.168.1.1,babyws.withings.net
1474734943.30309,192.168.1.227,192.168.1.1,uk.pool.ntp.org
1474734950.693527,192.168.1.240,192.168.1.1,device-metrics-us.amazon.com
1474734958.210298,192.168.1.249,192.168.1.1,www.samsungsmartcam.com
1474734958.62114,192.168.1.249,192.168.1.1,smtp.gmail.com
1474734958.62127,192.168.1.249,192.168.1.1,smtp.gmail.com
1474734995.937338,192.168.1.240,8.8.8.8,pindorama.amazon.com
1474734995.98663,192.168.1.240,8.8.8.8,www.example.com
1474734995.987748,192.168.1.240,8.8.8.8,www.example.com
1474734996.146345,192.168.1.240,8.8.8.8,www.example.net
1474734996.14618,192.168.1.240,8.8.8.8,www.example.net
1474734996.346517,192.168.1.240,8.8.8.8,www.example.org
1474734996.346362,192.168.1.240,8.8.8.8,www.example.org
1474735078.340642,192.168.1.249,192.168.1.1,www.samsungsmartcam.com
1474735078.615185,192.168.1.249,192.168.1.1,smtp.gmail.com
1474735078.615976,192.168.1.249,192.168.1.1,smtp.gmail.com
1474735151.866897,192.168.1.240,192.168.1.1,www.meethue.com
1474735172.510726,192.168.1.166,192.168.1.1,babyws.withings.net
1474735173.086756,192.168.1.166,192.168.1.1,babyws.withings.net
1474735233.758685,192.168.1.166,192.168.1.1,babyws.withings.net
1474735237.686668,192.168.1.166,192.168.1.1,babyws.withings.net
1474735296.587212,192.168.1.240,8.8.8.8,www.example.com
1474735296.587043,192.168.1.240,8.8.8.8,www.example.com
1474735296.764152,192.168.1.240,8.8.8.8,www.example.net
1474735296.765303,192.168.1.240,8.8.8.8,www.example.net
1474735296.940417,192.168.1.240,8.8.8.8,www.example.org
1474735296.940254,192.168.1.240,8.8.8.8,www.example.org
1474735420.92921,192.168.1.143,192.168.1.1,aps1-relay.tplinkcloud.com
1474735596.604955,192.168.1.240,8.8.8.8,www.example.com
1474735596.605124,192.168.1.240,8.8.8.8,www.example.com
1474735596.781709,192.168.1.240,8.8.8.8,www.example.net
1474735596.781866,192.168.1.240,8.8.8.8,www.example.net
1474735596.957097,192.168.1.240,8.8.8.8,www.example.org
1474735596.95726,192.168.1.240,8.8.8.8,www.example.org
1474735738.550004,192.168.1.249,192.168.1.1,www.samsungsmartcam.com
1474735743.554993,192.168.1.249,192.168.1.1,www.samsungsmartcam.com
1474735743.898694,192.168.1.249,192.168.1.1,smtp.gmail.com
1474735743.896582,192.168.1.249,192.168.1.1,smtp.gmail.com
1474735839.434449,192.168.1.166,192.168.1.1,babyws.withings.net
1474735850.68875,192.168.1.240,192.168.1.1,device-metrics-us.amazon.com
1474735896.605003,192.168.1.240,8.8.8.8,www.example.com
1474735896.605174,192.168.1.240,8.8.8.8,www.example.com
1474735896.782536,192.168.1.240,8.8.8.8,www.example.net
1474735896.782387,192.168.1.240,8.8.8.8,www.example.net
1474735896.946244,192.168.1.240,8.8.8.8,www.example.org
1474735896.946393,192.168.1.240,8.8.8.8,www.example.org
1474735977.801172,192.168.1.249,192.168.1.1,www.samsungsmartcam.com
1474735982.805788,192.168.1.249,192.168.1.1,www.samsungsmartcam.com
1474735983.231161,192.168.1.249,192.168.1.1,smtp.gmail.com
1474735983.231296,192.168.1.249,192.168.1.1,smtp.gmail.com
1474735992.944202,192.168.1.249,192.168.1.1,www.samsungsmartcam.com
1474735992.969148,192.168.1.166,192.168.1.1,babyws.withings.net
1474736196.636423,192.168.1.240,8.8.8.8,www.example.com
1474736196.636581,192.168.1.240,8.8.8.8,www.example.com
1474736196.798679,192.168.1.240,8.8.8.8,www.example.net
1474736196.79883,192.168.1.240,8.8.8.8,www.example.net
1474736196.963057,192.168.1.240,8.8.8.8,www.example.org
1474736196.962892,192.168.1.240,8.8.8.8,www.example.org
1474736401.418706,192.168.1.241,192.168.1.1,apicom.netatmo.net
1474736441.169896,192.168.1.166,192.168.1.1,babyws.withings.net
1474736496.619191,192.168.1.240,8.8.8.8,www.example.com
1474736496.621687,192.168.1.240,8.8.8.8,www.example.com
1474736496.791821,192.168.1.240,8.8.8.8,www.example.net
1474736496.791973,192.168.1.240,8.8.8.8,www.example.net
1474736496.981549,192.168.1.240,8.8.8.8,www.example.org
1474736496.981702,192.168.1.240,8.8.8.8,www.example.org
1474736621.193129,192.168.1.143,192.168.1.1,aps1-relay.tplinkcloud.com
1474736750.686902,192.168.1.240,192.168.1.1,device-metrics-us.amazon.com
1474736796.615643,192.168.1.240,8.8.8.8,www.example.com
1474736796.617774,192.168.1.240,8.8.8.8,www.example.com
1474736796.78949,192.168.1.240,8.8.8.8,www.example.net
1474736796.789655,192.168.1.240,8.8.8.8,www.example.net
1474736796.965338,192.168.1.240,8.8.8.8,www.example.org
1474736796.965488,192.168.1.240,8.8.8.8,www.example.org
1474737042.87414,192.168.1.166,192.168.1.1,babyws.withings.net
1474737097.592561,192.168.1.240,8.8.8.8,www.example.com
1474737097.593587,192.168.1.240,8.8.8.8,www.example.com
1474737097.755463,192.168.1.240,8.8.8.8,www.example.net
1474737097.755315,192.168.1.240,8.8.8.8,www.example.net
1474737097.931832,192.168.1.240,8.8.8.8,www.example.org
1474737097.931984,192.168.1.240,8.8.8.8,www.example.org
1474737193.195841,192.168.1.249,192.168.1.1,www.samsungsmartcam.com
1474737193.695175,192.168.1.249,192.168.1.1,smtp.gmail.com
1474737193.695304,192.168.1.249,192.168.1.1,smtp.gmail.com
1474737221.453501,192.168.1.143,192.168.1.1,aps1-relay.tplinkcloud.com
1474737372.882177,192.168.1.249,192.168.1.1,www.samsungsmartcam.com
1474737373.129567,192.168.1.249,192.168.1.1,smtp.gmail.com
1474737373.1297,192.168.1.249,192.168.1.1,smtp.gmail.com
1474737396.602186,192.168.1.240,8.8.8.8,www.example.com
1474737396.602027,192.168.1.240,8.8.8.8,www.example.com
1474737396.769419,192.168.1.240,8.8.8.8,www.example.net
1474737396.769579,192.168.1.240,8.8.8.8,www.example.net
1474737396.933579,192.168.1.240,8.8.8.8,www.example.org
1474737396.93343,192.168.1.240,8.8.8.8,www.example.org
1474737493.011719,192.168.1.249,192.168.1.1,www.samsungsmartcam.com
1474737493.259484,192.168.1.249,192.168.1.1,smtp.gmail.com
1474737493.259621,192.168.1.249,192.168.1.1,smtp.gmail.com
1474737553.586797,192.168.1.249,192.168.1.1,www.samsungsmartcam.com
1474737554.172067,192.168.1.249,192.168.1.1,smtp.gmail.com
1474737554.172199,192.168.1.249,192.168.1.1,smtp.gmail.com
1474737644.615066,192.168.1.166,192.168.1.1,babyws.withings.net
1474737650.661236,192.168.1.240,192.168.1.1,device-metrics-us.amazon.com
1474737672.703764,192.168.1.249,192.168.1.1,www.samsungsmartcam.com
1474737672.954417,192.168.1.249,192.168.1.1,smtp.gmail.com
1474737672.954547,192.168.1.249,192.168.1.1,smtp.gmail.com
1474737696.605004,192.168.1.240,8.8.8.8,www.example.com
1474737696.60517,192.168.1.240,8.8.8.8,www.example.com
1474737696.793018,192.168.1.240,8.8.8.8,www.example.net
1474737696.793168,192.168.1.240,8.8.8.8,www.example.net
1474737696.981031,192.168.1.240,8.8.8.8,www.example.org
1474737696.981185,192.168.1.240,8.8.8.8,www.example.org
1474737853.40327,192.168.1.249,192.168.1.1,www.samsungsmartcam.com
1474737853.702149,192.168.1.249,192.168.1.1,smtp.gmail.com
1474737853.702281,192.168.1.249,192.168.1.1,smtp.gmail.com
1474737997.602954,192.168.1.240,8.8.8.8,www.example.com
1474737997.603842,192.168.1.240,8.8.8.8,www.example.com
1474737997.771835,192.168.1.240,8.8.8.8,www.example.net
1474737997.771989,192.168.1.240,8.8.8.8,www.example.net
1474737997.946772,192.168.1.240,8.8.8.8,www.example.org
1474737997.946623,192.168.1.240,8.8.8.8,www.example.org
1474738153.22877,192.168.1.249,192.168.1.1,www.samsungsmartcam.com
1474738153.498826,192.168.1.249,192.168.1.1,smtp.gmail.com
1474738153.498968,192.168.1.249,192.168.1.1,smtp.gmail.com
1474738246.313937,192.168.1.166,192.168.1.1,babyws.withings.net
1474738296.61592,192.168.1.240,8.8.8.8,www.example.com
1474738296.616091,192.168.1.240,8.8.8.8,www.example.com
1474738296.791678,192.168.1.240,8.8.8.8,www.example.net
1474738296.79152,192.168.1.240,8.8.8.8,www.example.net
1474738296.956102,192.168.1.240,8.8.8.8,www.example.org
1474738296.956254,192.168.1.240,8.8.8.8,www.example.org
1474738307.228072,192.168.1.227,192.168.1.1,devs.tplinkcloud.com
